Label	Text
positive	late eighty early ninety decline death independent video company like destroy medium effectively shu
positive	john thaw excellent actor admit impressed range role crusty old curmudgeon reluctantly agrees take e
positive	panic never got good theatrical release easily seen much smart audience would probably difficult tim
negative	read shakespeare play seen production majority even acted directed necessarily believe shakespeare m
positive	sport prize quirkiness treasure character one greatest pitcher dizzy dean colourful personality prob
negative	christian jew hoping see accurate biblical torah portrayal event exodus disappointed typical hollywo
positive	kinda remake plane train automobile lot way think think bad sad coincidence john candy chris farley 
positive	sense mix confusion varying degree personal taste reaction yes vampire stereotype yes scientific ste
negative	least retirement awful horrible terrible rank rotten putrid well get idea circumstance watch piece d
negative	getting around terrible live seen old christopher left manchu movie im familiar character serial ori
negative	<num> year old kid fed parent arguing decides hot wire car go surreal journey across america find mo
positive	much validation small town value embracing mentally challenged young man heart read review surprised
negative	toxic avenger hideously deformed creature superhuman size strength back sequel get mostly everything
positive	simply amazing unfortunately portugal even shadow agree former opinion ff fan really give real credi
negative	suffered watching site festival last month would possibility avoid existence first list maria lion i
negative	german student sorry eventually mistake im working wink smirk stylistic interesting converted effect
positive	really neat spin hitchcock larry billy crystal owen danny device lead unpleasant life larry wife got
positive	henry fool surprised didst expect entertain amuse well strongly fay grim continues surprise provides
negative	storyline cliche obviously ripped jurassic park filmmaker didst even try hide seems though enough bu
negative	allegedly true story juana de castilla eldest daughter catholic queen isabella yes funded columbus e
positive	back forty movie touched matter yet admissible polite society resorted code supposedly floated head 
negative	mysterious love letter turned <num> people love life upside idea interesting could funny however sim
positive	many year ago saw television maybe loved decided rent day see whether still held estimation set sydn
negative	way corridor time success story reach goal seen thousand fails making laugh le visitor success subje
negative	pam grief made comfy exciting though flawed plot gritty satisfying even acting often amateurish succ
negative	ugh bad bad bad seen worse gave <num> instead <num> got finished watching thought rotten flesh dr ch
negative	ravaged wasteland future mankind terrorized cyborg robot human feature discovered new source fuel hu
negative	jealous daughter kill people flick seen billion time rosanna marquette make anything worth watching 
negative	well goethe said really int point trying pas negative judgement aspires objective something great ef
positive	know im human thing attack right still human thing want show want hide inside imitation till fight v
positive	masterful adaptation one even existed need look find near perfect presentation charlotte bronco mast
negative	bug bunny accidentally end south pole trying vacation florida meet little penguin try save eskimo sh
positive	let begin saying bigger fan original lonesome dove pulitzer prizewinning book towering miniseries ad
positive	thought great didst take seriously sit back enjoy hilary swank greatness laugh monk go boston also t
positive	typically kid film annoying quality make way sappy unbearable someone <num> hole hit scene sure mome
positive	child wax also shown killing ground interesting mixture genre might think purity genre good eclectic
positive	one desire filmmaker say way able compete powerful drama war home reason acting perfect see know im 
positive	comment far nailed one right head viewer certain age three digit avoid chance lifetime like george b
negative	know one emperor new clothes film like wall strange supposed like really well think bunch bologna fi
negative	oh sam maori cd know tried hard magnum opus shining example rest u certainly worth nomination academ
negative	extremely talented black director spike leeward franklin billy duke daniel host others bring well de
positive	critical scene katharine clifton kristin scott thomas lie cave swimmer writes something read aloud h
negative	order fatal flaw besides asinine plot character simply done resonate even react two example priest w
negative	right <num> average maybe others <num> originally saw video youth want able notice shoddy cartoon qu
negative	first warning sale since featured sandra bullock generally like bought disappointment began almost i
negative	one worst piece cinema seen time also first review tell must hate lot done get wrong like serious fi
negative	absurd absolutely terrible michael keaton andy garcia must really needed work plot totally believabl
positive	eddie murphy really made laugh as hob stand comedy show love impression mr ted norton ralph camden h
positive	fun mix vampire martial art bit mess plot wise acting dubbed voice almost universally bad premise en
positive	california came <num> <num> lead character coming level fame possess nice psycho thriller appeal dav
negative	much wrong greco girl wig old man scientist time machine fixer tough guy jones stay behind shotgun t
negative	im stunned reviewer id gave tv high rating innocuous sweet uncomplicated cliche two big name past de
negative	probably worst ever seen yes even worse dungeon dragon starring kevin costner chris rock looked unco
positive	laurel hardy last silent roach studio however since public real thirst talkie short remade team year
positive	melville pierre ambiguity hit bookstore first publication since mob dick year earlier public respons
negative	one four movie tv writer lane slate sensationalistic murder small town feature likable tv personalit
negative	live seen four japanese horror film impressive however could sense sensible script guiding way way d
negative	bad animation look terrible look like psi type game actor awful cannot act save life sat end annoyed
positive	really enjoyed like prison movie general im sure im sure shrink could make something spent one night
negative	first katherine hepburn badly miscast clara cant convincing devoted selfless rather smarmy wife writ
negative	im aware fan might like im aware idea searching god might appear interesting however really boring s
positive	two thing noticed spoiler mistake storytelling cole take bill first find box soon cole find say box 
negative	day showed boyfriend great stand shown many people absolutely adored odd reason didst like lends cal
positive	im saying chris rock fan im saying person low expectation going proved wrong first flaw everything w
positive	letter destination end another world found back room post office alice manages land job hope finding
negative	sad woman thought ex loved much probably dead really scientist dad put spell turn really cute shark 
negative	read book seeing may disappointed like book great sure seeing preview would great well however felt 
negative	bad attempt make original fan feel complete one thing people forgotten fact reason original acclaim 
negative	ever seen eighty slasher int much reason see one originality often int one slasher cinema strong poi
positive	rather awful visual shah last good one bad although good story handled great way artist acadia adapt
positive	nothing praise cast especially ann margaret importantly praise inlay adoptive parent warren frank re
positive	stare wick curiosity insect cinema meld short love triangle mr beetle artistic grasshopper mr beetle
negative	anaemic comedy drama unhappy seemingly rushed affair featuring cher woebegone housewife slowly make 
negative	interesting adaption william shakespeare last known solo play humble opinion terrible one carman try
negative	<num> pretty generous really enjoyed boogeyman even though really boogeyman promoted cover know cree
negative	far worst ever made create starring guy play lars heavyweight done make damn say could watch leprech
positive	academy award ceremony march <num> dorothy malone best supporting actress oscar torrid overt top por
positive	highly original decent brave move involved done care well put together time fact eddie murphy someth
positive	promise trailer saw rented hitch exactly serious viewer shall expect much title surprisingly enough 
positive	one first best musical anchor aweigh feature several memorable musical sequence kelly dancing jerry 
positive	seemed lacklustre betrays low budget poor cinematography great job editing may interest know somethi
negative	johnathan frame good actor he directing family fine director really directed screenplay rejected dir
negative	walk fifteen minute end passed cringe stage pure boredom really horrifies mean truly disturbs people
positive	one reason call awesome quality television show like wonder year war world series v amazing story ma
negative	huge fan northern exposure men tree complete knockoff northern exposure city folk new york stuck rem
negative	ill say much director raw image thing u ready confront head image sex suicide murder people relievin
positive	jackie chain police story landmark honk kong action genre career jackie chan directed written chan p
positive	allen bar provided u top quality director amazing he proven he equally talented effective crossing g
negative	watching low expectation went see car eventually even regretted going reason plot almost nonexistent
positive	surfing id one day stumbled across curious adventure mr wonderbra noticing obscure decided set looki
negative	major flaw uninspired script plod back forth vignette bettie story recreation law short film law rec
positive	would something try tell someone data morgan simply maybe int hertzog go sahara desert nearby villag
positive	seen find hard believe better known slightly better known almost shamefully neglected come see limo 
negative	one movie make think would hulk real american hogan done frankly done think right im italian cannot 
negative	thought going see ufo instead saw trying make audience make decision accept christ life risk going h
positive	surprised saw much underrated understand dislike pace slow characteristic japanese film nevertheless
positive	found hard like anyone central character lindy michael chamberlain whose daughter disappears night a
positive	storyline max show voiceover narration hypnotize protagonist audience back protagonist young america
positive	zu warrior magic mountain impressive classic never would guessed made sui harks use special effect c
negative	could give zero id change mind give <num> instead absolutely horrible plot make sense happening plai
negative	despite altar cast attempt epic fails come across set flat cartoon stereotype strung together clever
negative	absolutely one worst movie live ever seen beginning greatest either better one good way lead origina
negative	help laugh saw public could made think email back apparently email interactive discussion similar ch
negative	looking forward like road trip thriller like sex drug youth action great sound track especially inte
negative	key via another one horrible tv show see station show terrible guy claiming real player competing tw
positive	wish category place horror simply int granted horrific moment however done feel make horror give cou
negative	could give real rating would likely minus number respect fact somebody keep making terrible horror f
positive	watched two different holmes adventure morning would amazed similarity presumably first collaboratio
positive	disappeared obscurity absolute crime conan perhaps sword sorcery better brutal violence cool charact
negative	somebody called howard koch schlock sister write screenplay casablanca didst didst maybe one koch sl
negative	im christian always sceptical movie made christian however rule known thing come production admire t
positive	exceptional handle theme great proportion well balanced direction dmitri good director least tell mu
negative	premise ridiculous character unbelievable dialogue trite ending absurd believe im fan kevin kline wa
positive	absolutely stunning <num> hr kill watch wont regret much fun rank anti carry shoulder although int a
negative	personally im able appreciate really good movie also strange ability somewhat enjoy even crappiest c
positive	awfully patient sit loneliness flat unfunny wonder fuss whistling dark opened enthusiastic greeting 
positive	masterful performance jamie fox one highlight ray also starring kerry washington regina king curtis 
positive	saw good ago cant get looked everywhere try find get copy able get hold really recommend anyone info
positive	first would like say great astounding sometimes shocking say least im <num> year old favourite defin
negative	idea original shift movie execution usual lacking practical mummy effect bad gun nut character top g
negative	live seen <num> cant believe bad nagoya comparison others simply merit lack cant understand average 
positive	one best ever seen day reminded something tv came back like dam flooding never touched one actually 
positive	coonskin might favourite ralph bash like best work face ashamed second unlike work even he finest co
positive	yes cried couple time england probably whole cast back action knoxville stepped become true leader g
negative	greeting never thought would see day would disgusted would burden finish always fan horror movie bc 
positive	im thesis blurring boundary female cross dresser using tipping velvet book main text comment gender 
positive	twenty year later still remains entertaining first watched market overrun toilet humour graphic viol
positive	well wayne world long gone year since hard sol offshoot movie cinematic offal pat recent <num> minut
positive	action fighting dancing bull riding music pretty girl authentic look middle america believe lot oil 
negative	unfortunately good film jim carry producing starring brian worked together bit definitely worth look
positive	probably favourite time perfection storytelling break heart sentimental truly feel every emotion cha
positive	story danton joint polish french production filmed time beginning end soviet system probably helped 
negative	like bad movie one real treat kaufman peter stagger around robot costume escape slavery wander aimle
negative	film author steven green street obviously idolize michael moore also follows footstep using several 
negative	wondering place link someone send post watch show seems missing show looking year oz girl help save 
negative	started good sketch comedy first show good looking forward long run really funny maria carey imitati
positive	following directly story left part one second half set telling inevitable downfall much grim side ma
negative	review later english release disney featuring alison lehman patrick stewart co really wanted good re
positive	witnessing wife linda hoffman engaging sexual act pool boy already somewhat unstable dentist dr fein
negative	chicago couple dillon daugherty falsely accused killing daughter people begin wonder police investig
positive	much land drive made definitive fan david lynch he modern genius he filmmaker story style spell cros
positive	appreciated photography texture colour often unlike one comment lighting lacking coherent storyline 
positive	ghost story tv movie pilot series well written well acted thought tv season started tv series half g
positive	well done melodrama tell story sally tomboy dancer circus raised sideshow performer gargle played wc
positive	poem wonderfully presented photographed sensitive artistry capture atmosphere time place perfectly i
negative	know thing worst couple funny scene appropriate kid child would find hilarious definitely would like
positive	opening credit great music right cinematography sleazy great effect harrowing excitement train wreck
positive	paul thomas anderson stylish compelling take porn industry follows eddie adam aka dirk digger mark a
negative	main reason see red eye rachel mcadam delivers stellar performance java may wonderful assistant hote
positive	really wanted like done think terribly disappointed american history teacher felt obligation almost 
negative	im sure director editor thinking editing poor excuse whatever thought didst help hurt hurt badly act
negative	gotta fan little man found burlesque carmen dull unimaginative totally funny chaplin retelling story
negative	ok small clueless sheriff check sheriff hot daughter check need well boyfriend sheriff hot daughter 
positive	oz old tv series released hob show life one security prison called oswald main plot focused emerald 
positive	charm otto preminger grandiose visionary ambiguous intention betraying gloomy essence central charac
positive	another marvellous berlin festival unlike yes sally potter seen day leaving cinema felt strong desir
negative	ten year ago really wanted see cinema missed forgot oh boy glad didst get ruin teenage eye back saw 
negative	want impressed graffiti artist despite artsy aka low budget improvisation appeal little dialog least
positive	attending excuse escape work class turned one best experience france make quick work building multid
negative	picked video reading text box story seemed good kean reef <num> minute watching noticed horrible act
positive	intruder dust dir clarence brown production mem excellent southern gothic tale adapted faulkner nove
negative	<num> star im generous minor spoiler look low budget zombie set gangland oakland plot go scientist w
positive	one much say except deal rarely touched topic film bestiality see banned long topic dealt within sti
positive	warned possible spoiler friend told check series im glad took word read synopsis cover immediately i
negative	recent movement bring asian film america last released big fan asian movie genre browsing net came a
negative	kernel really good story work men woman coast guard especially north pacific stuff hero legend muck 
negative	started well far isabelle exorcism could believed later gosh didst know horror drama one must see on
negative	many reason im fan fact based film filmmaker give creative license story great imagination use talen
positive	promise much delivers little basic problem inclusion charlotte gain bourg character immigrant sicily
positive	branch fish burn deliver excellent performance version shakespeare classic branch play iago better l
positive	saw palm spring international festival director aka lou introduced hand qa reason titled frozen land
positive	thing john carpenter best merging talent tension building shock decent production value turned perfe
negative	think first landing moon would dramatic enough without needing make stuff however documentary seems 
negative	attic slasher fare feel overly long <num> minute year ago bunch gypsy lived cave mountain burned for
negative	try hard action fails miserably steve gutenberg play head elite counter terrorist team fails attempt
negative	course nonsense begs question genre self referential teen comedy really need another parody woeful s
positive	play really well audience especially chase begin plus trevor howard sensible smart charm jean simmon
positive	seem notice lot people never seen usually dismiss garbage pretty bad really first time saw admittedl
positive	obi fire plain excellent many level enough good thing said regret able see sooner something purist t
negative	otto preminger directs light feather story bohemian jean severe equally bohemian widower father davi
positive	hilarious occasionally went far int expect theatre roared laughter good owed incredibly crazy stunt 
positive	god fantastic every time watch take u another place wow rhet scarlet played brilliantly joanne timot
positive	second motion make would great also amazed storyline character build game played <num> time try some
negative	moody gritty lingered memory exposition relationship dominant personality survives personality domin
positive	book life rather like short snack appetite hartley next full length need seen big screen watch frien
negative	stage star grace hayes star obscure little year stage going visit small college town check son raise
negative	guy named george sitting home alone birthday two woman show george wife hospital taking care son wif
positive	come pindar completely different background reviewer posted im relatively new bollywood film born ra
negative	love good sappy love story im guy rented love story prayed end come quickly possible opposite ali me
positive	one several musical sailor leave usual sailor meet girl complication ensue sorted happily kind plot 
positive	great many different way perhaps important introduces western audience remarkable tragic story aug s
positive	zombie fan really love type plot people end strange place surrounded wicked monster pb also excellen
negative	never really thought watching kept seeing perched horror shelf local video rental shop never thought
positive	fascinating look relationship single father single mother tied together time travelling teenager rem
negative	plain terrible slow acting slow getting point wooden character best part showing iron maiden singing
negative	legendary pop star steve alamo done let sun catch cry star unlikable stock car racer whose career hi
positive	bought local blockbuster sitting video bookcase least year tonight decided see quite different expec
positive	im quite sure term serious comedy applies im even sure applied last year heater become filled comedy
negative	one biggest piece crap ever watch mean seriously would anybody else feel woody harrison shoe wife ev
negative	least cruelty drawn death purpose story justify inclusion script unintelligible plain stupid went no
negative	may contain spoiler say anyone savvy enough reading probably figure every plot turn right start like
positive	like allegory gospel direct honesty innocence possibly believe made world war italy ravaged devastat
negative	oh laughed allan asian white family disabled asian boy everything healthy person need see eye bic ut
negative	whatever possessed guy richie remake wert muller incomprehensible new mess one person audience saw l
negative	finished watching imagine watching vhf scene needed subtitle hear accent sound effect even though sc
positive	great attempt towards revival traditional indian value replaced western obesity joint family story s
positive	robert crimson acrobat bunny one director finest short although circus based setting may evoke hideo
positive	go cinema entertained amused fill time go way watch go cinema appreciate depth humankind feeling rea
negative	great disappointment director vicente amanda provided many interesting film throughout long career h
positive	sure would like see resurrection dated sealant series tech today would bring back kid excitement gre
negative	true many movie much worse manor hand fate troll <num> yes seen twice time alien predator even alien
negative	really matter superman comic book unbelievably naive target ten year old matter superman return bad 
positive	case scorpion tail highly stylish gallo directed sergio martin appears gallo master second dario arg
positive	read well story solid vol feel failed way disagree first well executed vol well try new technique fo
negative	screaming skull <num> outta <num> star boast pretty cool opening credit offscreen narrator warning p
negative	hmm quite surprised someone actually gave high mark let face torus spelling great actress prof exten
positive	fame released u year born young ever remember original version fame yet heard read numerous thing fa
positive	renee well weber absolutely shine nurse betty easily one charming offbeat lighthearted comedy year s
positive	<num> year since cartoon first aired actually watched seriously closely <num> year im adult look bac
negative	woman never stop talking throughout memorized every line delivered without bit natural emotion also 
negative	totally unbelievable way girl would perform act dog serious mental health issue long history sexual 
positive	wimpy guy decides become spy glamorous high tech company named digit wimpy guy morgan jeremy north u
negative	difficult watch stan looked old ill compared remembered ollie heavier ever recall another difficult 
positive	first time came upon delirious heard listened entire comedic performance never laughed much life edd
positive	sequel karate kid without ralph macho hilary swank excellent job playing orphan julie pierce pat mor
negative	like concept sci show spoiled seriously wooden acting medical examiner best line delivers arch offha
negative	describes experience couple hit men one burt reynolds prostitute two drag queen interval hour one ni
positive	man think people forgotten watch everyone think critic comment thing average goer even know think en
positive	failure crusade box office cecil b neville stopped film non american history film next thirteen year
negative	made watch paul w anderson apr enjoy even going dream comparing requiem alien predator series movie 
negative	say dumb stupid thought psychotic drag comedy rename bitching pregnant cat fight stupid waste time w
negative	horror movie become nothing titty slapstick top villain cannot killed point whatever happened day pe
negative	could expected adam handler produced comedy grandma boy predictable dumb sickening allen covert star
positive	cant understand id user would rate really great funny would strongly recommend adult teenager especi
positive	laughed lot saw astoria et le viking public screening world cup sound lousy bright see screen proper
negative	cast list like one expected far better vanessa redgrave spent majority lying bed best actress world 
negative	simply give three fulfilled buddy hoped would entertain want stupid enough rent thinking would zombi
negative	star rating saturday night friday night friday morning sunday night monday morning ray ray winston c
positive	oh cool watch silent classic director visor simply delightful even make lengthy least cameo story su
negative	reassuring see id reviewer good sense pan disappointing risk blaspheming great radio male fellini di
negative	america land freedom hope dream nation since independence bring democracy prosperity peace entire wo
negative	would highly recommend seeing viewing able walk every bad ever saying least want omega code forget m
positive	one intelligent serial killer movie recent history zodiac killer offer imaginative take background h
negative	listed colombo opinion resemble colombo ever made listed starring peter talk playing character colom
positive	greatest tarzan ever made done way tarzan ever come close every thing would want tarzan tarzan ever 
negative	true lover must advise avoid appalling effort god know funding approved seriously one cinematic expe
positive	beautiful sensitive brings home futility cruelty war matter called reason performance cage cruz quit
negative	cowboy sympathetic plight nearby indian tribe wrongly accused rape murder chief daughter leading muc
positive	loved much time taken develop character attention detail superb performance stunning lighting cinema
negative	expected lot preview looked interesting decided check bottom line adventure sebastian cole one decen
negative	mr perlman give standout performance usual sadly struggle underwritten script nonsensical set piece 
negative	synopsis year rich able travel back time hunt live dinosaur huge price sonia rand catherine mccormac
negative	bottom barrel type one poverty row studio monogram midas kind filled double bill reason watched see 
positive	broadcast news dir james l brook although lack emotional punch brook debut feature term endearment b
negative	open beautiful landscape shot northwest countryside fence post jutting earth freight train crossing 
positive	director edward sergei cd old hand visual comedy successfully lead hal roach road show tender fast m
positive	live rented gem several time small yet somehow sprawling masterpiece taking viewer manhattan glitz b
positive	matador star pierce brennan burned assassin he james bond gone seed tonight garish clothes gold chai
positive	young mr lincoln mark first director star collaboration john ford henry fonda recall year ago fonda 
negative	live got say im massive fan rom film granted live seen three four including one two blood sucking fr
negative	man movie sucked appeared like seven different plot going made little sense special effect costume s
positive	brilliant story start romanian billy crystal star agent talk anybody anything really funny scene cry
positive	first <num> minute quite boring focused personal problem doyle including sick wife death threat fan 
negative	possibly worst ever seen weak waste michael imperialism obvious talent disgusting start finish say d
positive	originally released promoted notably unimaginative tagline dirty harry whatever pitch lack originali
positive	sure accept dan test irrefutable evidence anna anderson first read peter kurtis book based anna ande
negative	ok fan mystery science theatre love mock movie lot fun otherwise may really painful see plot obsesse
positive	found one best time era cast exceptional entertaining saw would like younger generation seen able fi
positive	year since seen show searching year anyone else seen know anything thought made one remember soldier
negative	disappointed documentary thought would second chess match grandmaster garry kasparov deep blue super
negative	comedy spoof inspirational sport movie comeback tell story luck coach flambeau field take ragtag bun
positive	surprised learn goldie dawn oscar seemed lifeless completely schooled <num> year old bergman scene s
positive	based book many splendour thing han sun tackle issue race relation asian white topic come han person
positive	incredible piece drama powerful hit found great getting grip two main character disability represent
negative	utah hagen respect acting standard textbook many college theatre course book hagen present two funda
positive	enjoyed kellie martin performance immensely kind show family example young woman placed extraordinar
positive	nicolas roe project variable say least never less interesting insignificance obviously first foremos
positive	jamie fox fine job impersonating famous blue soul country singer ray charles film credit show good b
positive	dreaming julia title original script filmed summer santa domingo republic dominican release picture 
negative	im starting think conspiracy right one involves wallop money paid access published column newspaper 
positive	wonderland fascinating chronicling rated star john c holmes involvement brutal wonderland murder mov
negative	story news investigator hate job prove actor even weak tom cruise daniel washington big screen neigh
negative	plot death little child hopper one investigate killing appears trouble daughter end serial killer ge
negative	julia robert obviously make concerted effort shake cotton wool pretty woman persona spurious spousal
positive	im biggest fan western two personal favourite though unforgiven tombstone though loved great plot we
negative	get score <num> dared different feature cast acting hear thought desire truly weird experience wont 
negative	national lampoon class reunion flop released didst stay long heater big city bad bad good way bad re
negative	play macbeth written william shakespeare year ever since many version play produced including remake
negative	really loved get find quite disappointing story may think romantic story south probably satisfied de
positive	good tv like im huge fan disaster film even though family accuracy book half half got character name
positive	going bit cautious always bit iffy claymation movie live always enjoyed decent animated movie clayma
positive	white balloon crimson gold two film afar panama live seen director mine surprising amount depth subj
positive	wonderful student mainstream american common see stylistic technique used draw audience director us 
positive	feel privileged accidentally seen actually ran across accident taping another showtime one night ove
negative	first half hour steady pace introduced character however sudden everything happening quick lame reas
positive	telefilm tend fall pitfall low budget hasty shooting schedule always tends buck trend george c scott
negative	suffers fact year hollywood clue package jackie chan mass low budget hong kong movie fast paced kine
positive	agent talking animal big lavish song production number villain half white half black hair <num> thin
positive	seen pic vhf would recommend fact vhf utter rubbish main reason shot widescreen <num> producer ran m
positive	didst expect much one movie thought id watch television certainly underestimated guy kill girlfriend
negative	got admire director todd sheet dedication drive enthusiasm come lovemaking made whopping <num> film 
negative	great hear <num> comment point footballer wife signifies woman title alone wash away supposed equali
negative	considering risk showing siamese relationship late personal best could done better play siamese rela
negative	oh dear god awful stay away stay away think seen bad movie think never brain hurt much watched actin
negative	aka four hundred blow mistranslation le coup mean live wild life french stunned see popularity good 
negative	would one people owns copy classic done <num> actually <num> good well say good mean bad try thoroug
positive	cant believe score <num> surely rank best hitchcock movie vertigo marine reason think score low part
negative	one worst come britain tawdry tale middle aged lecher seduces two teenage babysit faux posh wife not
positive	little edit big edit character anyone feel compassion even though house filthy somehow understandabl
negative	paranoia driven potboiler reporter hero battle hinder authority duplicitous coworkers renegade ufo d
negative	man screaming brain story greed betrayal revenge small bulgarian town william cole wealthy industria
positive	saw true crime first released back mid ninety watched many time since great mystery mary played alic
negative	oh could give rubbish less one star two mildly amusing part whole one line two song done worry happy
negative	tone hooper quite possibly biggest fluke horror genre offer like horror fan loved texas chainsaw thi
positive	functioning sort midpoint waiting huffman mighty wind best show portrays dog show various people bri
negative	seeing release blue brother mention wired belushi bio boyfriend hungry information john belushi hear
positive	extraordinarily adorable suzy repair play statuesque performer obsessed succeeding theatre husband a
negative	spoiler soap wonderful moment recommend charlotte veronica get close intimacy beautiful low key trul
positive	loved respect midget dressed like tiny martian sure story may thin time cant take away way done used
negative	work office weekend tv get one channel done option turning something better keep though provides lit
positive	nice humorous mix music hall first third mostly police procedural mystery various suspect story star
positive	saw pitch black tv see must say impressed david toy style improved since wrote critter <num> brought
positive	wonderful filled great understated performance sharp intelligent dialogue really distinguishes howev
positive	typical mel brook much less slapstick movie actually plot allowable leslie ann warren made fantastic
negative	mediocre low budget flick live seen much worse let assure still pretty crappy clonus top secret gove
positive	used watch show child loved watched came tsunami year ago shoe sound old must <num> <num> came anywa
negative	ed wood rolling grave could made hundred cult classic price waterhole worst script memory make men <
negative	try say something profound im sure much left unresolved end figure main point couple scene really wo
negative	stan laurel became smaller half anytime greatest comedy team laboured contract bronco billy anderson
negative	although rated <num> showing complete lack effort trying create quality horror <num> unintentional f
positive	must say every time see deeply touched painful four year hong thing life also family deal drug addic
negative	sitting decided one worst movie ever seen knew moment subjected three teenage girl screaming overact
positive	whats fun barker night reed story human rampage deadly threat monster everywhere one monster night b
negative	swedish splatter world gone insane probably still common sight day swedish gore lick business sweden
negative	italian job caper done number riding back every caper cliche rise particular height footnote end mon
negative	slow nice image changed one another sometimes annoying music know bjork background first <num> enoug
positive	la vega funny focus substance set amazing scene outside breathtaking character fun cool woman plus h
negative	wont describe story done elsewhere great clive owen fan netflix recommended intrigued wonder never h
negative	great admirer marlene dietrich finally watch dull picture miss dietrich first color world beautiful 
positive	rich love slice life take viewer going somewhat quirky charleston sc family highly romanticized beau
positive	touching documentary put human face tragedy showing one small community honor two high school friend
negative	awful let count way <num> bastard witch start ufo investigation turn high pressure sale job christia
negative	bad feeling ten second pair overworked tumbleweed probably left bad western blew across scene bad fe
positive	even though unrealistic thing happen end ie cop shooting gun crowded merry go round number innocent 
positive	well good however admit van dame movie great lately hand hardcore van dame fan watch huge improvemen
negative	word cant describe bad cant explain writing see get grip horrible really recommend many cliche mista
positive	agile fat guy martial art early sammy imitating character hero bruce lee sammy amazingly lee like ac
positive	scanner ii new order good david rosenberg classic scanner scanner made scanner ii eleven year gap tw
positive	without doubt one best movie ever seen first time saw <num> <num> year old began looking sometime ra
positive	perfect weird adaptation shift book feature vampire space naked beauty british army efficiency first
positive	saw previous viewer accident watched twice thoroughly enjoyed silly thought provoking message plain 
negative	im sorry done understand studio get away worth maybe theatre play certainly call thriller source act
positive	aside great metropolis oldest pure shift time bit preachy acting bit broad great two reason first ex
positive	watched show basis told reminiscent david lynch twin peak show adore show quickly start introducing 
negative	began watching girlfriend <num> minute alone succeed stay end painful experience liked jean hughes a
negative	one worst ever seen including anything paul shore believe could actually bad coolie single worst act
negative	heard people brought tear theatre watched first time expecting another romantic tear jerking barbra 
positive	idol odd many way good one first thought viewing hell going market thing shaun dead romantic comedy 
negative	many thing wrong begin first twenty minute could compressed five maybe ten overall mercifully short 
positive	may spoiler charlie fireman adam handler lost family tragedy terrorist attack sept <num> still grief
negative	first heard eagerly went rent believing mistakenly one soba fun movie treat wrong starter pace agoni
positive	premise tickling imagination quite time heard read kind context would alone world would entire world
negative	problem trying compile <num> hour <num> hour result clear seems forced unclear simple minded plus si
positive	gripping start finish bw photography american heartland stunning feel right cross big sky country me
negative	original cube fantastic rich paranoia meaty characterization fine overt top performance creepy crypt
negative	differ comment posted amid sporadic funny moment lot actor trying hard funny strain show watched two
positive	written science fiction veteran gerry sylvia anderson space fantasy aptly directed robert parrish ex
negative	longtime fan original bella martha mostly martha everything make great enjoyable watch missing one m
positive	prof done need hollywood budget make something fun watch stuck crew different location able pull tog
positive	loved long way round enjoy nearly much educational funny interesting tense charley share screen two 
positive	hard judge imaginary hero without referring fact director script writer dan harris <num> hardly beli
negative	one dumbest idea remake classic shot hot hope nobody try technique good hunting director gu van want
positive	imaginary hero remarkable work <num> harold dan harris taglines people never seem perhaps wisely cho
negative	suspenseful subtle much much disturbing
positive	wanted see laughing purple rain excel related page anyways prince first greatest followup sucked see
negative	flick reminded lame erotic thriller used stay late watch cinema <num> id label flick softer core sin
positive	laura castle sky bomb message strong newer work pure fantastic flying pirate could better art totall
negative	predictable poorly acted really cant recommend anyone even unintentional laugh plain bad pure tv hel
positive	long one favourite adaptation austen novel although definitely category spectacular pride prejudice 
positive	everything idyllic suburbia little family move father got new job computer company paradise would co
positive	child growing sydney readily identify content fine week visited newsreel cinema george street watch 
positive	think pierre laud character precise really outlandish grace also remember chess player girl seems ap
positive	seen lot laura film always found amazing way assembles music dance drama great cinema movie iberia s
positive	invisible ray part science fiction part horror also third seven karloff lugosi feature entry dominan
negative	imagine high school except boarding school kid done parent around oh malibu kid thin white gorgeous 
positive	know saying curiosity killed cat well heard much magazine named one shocking movie time movie must s
positive	like several reviewer im surprised see many negative review dan cannon previous effort groundbreakin
negative	show amazing fresh innovative idea first aired first <num> <num> year brilliant thing dropped show r
positive	knowledge typical british comedy period someone familiar process becoming london cabby bound seem av
positive	yes maybe part require suspending belief little take anything away film charm wonder shown part town
positive	absolutely best ever watched age <num> late ran across u channel gilbert godfrey night never forget 
negative	great first time ninja dating trying impress cute little dinette would highly recommend playing mast
positive	perfect romantic world john ritter never better best line sam hit close home lovely look much fun pl
positive	really liked much story okay bit slow moving spot moreno incredibly beautiful scenery greece greek i
positive	wicked little thing really separate zombie movie first zombie done exactly starting biting tearing f
negative	ok im american humble scottish opinion steve martin never never funny man long posterior point direc
negative	absolutely redeeming feature even worthy bad good category simply bad badly acted badly shot badly w
negative	seen show time thoroughly offended female many stupid woman fall bullshit im little mature player sh
negative	less redemptive hunk junk mercifully free ravage competence northern idiot come deep south looking c
negative	say disappointed understatement amateur made professional leave theatre two three occasion something
positive	true dark graphic nice storyline man pursuing redemption may left late visually really nice scene ar
positive	visconti first feature possession adaptation james cain postman always ring twice im familiar book v
negative	star rating saturday night friday night friday morning sunday night monday morning marshall lawson s
